YEAR,ROUND,SEED,TEAM,SCORE,OPP_SEED,OPPONENT,OPP_SCORE,SCORE_DIFF,RESULT
2006,Sweet 16,1,Villanova,60,4,Boston College,59,1,WIN
2006,Sweet 16,2,UCLA,73,3,Gonzaga,71,2,WIN
2006,Second Round,2,UCLA,62,10,Alabama,59,3,WIN
2006,Second Round,1,Villanova,82,8,Arizona,78,4,WIN
2006,Sweet 16,3,Florida,57,7,Georgetown,53,4,WIN
2006,First Round,3,North Carolina,69,14,Murray St.,65,4,WIN
2006,First Round,3,Gonzaga,79,14,Xavier,75,4,WIN
2006,First Round,9,Bucknell,59,8,Arkansas,55,4,WIN
2006,Elite Eight,2,UCLA,50,1,Memphis,45,5,WIN
2006,Second Round,1,Duke,70,8,George Washington,64,6,WIN
2006,Second Round,7,Wichita State,80,2,Tennessee,73,7,WIN
2006,Second Round,3,Gonzaga,90,6,Indiana,80,10,WIN
2006,First Round,1,Villanova,58,16,Monmouth,45,13,WIN
2006,Elite Eight,3,Florida,75,1,Villanova,62,13,WIN
2006,First Round,8,Kentucky,72,9,Alabama-Birmingham,59,13,WIN
2006,Second Round,6,West Virginia,67,14,Northwestern State,54,13,WIN
2006,Final Four,2,UCLA,59,4,LSU,45,14,WIN
2006,Final Four,3,Florida,73,11,George Mason,58,15,WIN
2006,National Championship,3,Florida,73,2,UCLA,57,16,WIN
2006,First Round,1,Duke,70,16,Southern,54,16,WIN
2006,First Round,6,West Virginia,64,11,Southern Illinois,46,18,WIN
2006,First Round,8,Arizona,94,9,Wisconsin,75,19,WIN
2006,First Round,7,Wichita State,86,10,Seton Hall,66,20,WIN
2006,Second Round,3,Florida,82,11,Milwaukee,60,22,WIN
2006,First Round,3,Florida,76,14,South Alabama,50,26,WIN
2006,First Round,2,UCLA,78,15,Belmont,44,34,WIN
2007,First Round,12,Arkansas,60,5,Southern California,77,-17,LOSS
2007,Second Round,7,Nevada,62,2,Memphis,78,-16,LOSS
2007,Second Round,5,Virginia Tech,48,4,Southern Illinois,63,-15,LOSS
2007,Second Round,9,Michigan State,67,1,North Carolina,81,-14,LOSS
2007,Second Round,11,Winthrop,61,3,Oregon,75,-14,LOSS
2007,Elite Eight,1,Kansas,55,2,UCLA,68,-13,LOSS
2007,First Round,10,Gonzaga,57,7,Indiana,70,-13,LOSS
2007,First Round,13,New Mexico State,67,4,Texas,79,-12,LOSS
2007,First Round,8,Marquette,49,9,Michigan State,61,-12,LOSS
2007,Elite Eight,1,North Carolina,84,2,Georgetown,96,-12,LOSS
2007,Second Round,8,Kentucky,76,1,Kansas,88,-12,LOSS
2007,Sweet 16,5,Southern California,64,1,North Carolina,74,-10,LOSS
2007,Final Four,2,UCLA,66,1,Florida,76,-10,LOSS
2007,First Round,6,Notre Dame,64,11,Winthrop,74,-10,LOSS
2007,First Round,9,Villanova,58,8,Kentucky,67,-9,LOSS
2007,First Round,8,Arizona,63,9,Purdue,72,-9,LOSS
2007,Elite Eight,3,Oregon,77,1,Florida,85,-8,LOSS
2007,Sweet 16,5,Butler,57,1,Florida,65,-8,LOSS
2007,Second Round,9,Purdue,67,1,Florida,74,-7,LOSS
2007,Second Round,9,Xavier,71,1,Ohio State,78,-7,LOSS
2007,Second Round,2,Wisconsin,68,7,UNLV,74,-6,LOSS
2007,First Round,10,Creighton,71,7,Nevada,77,-6,LOSS
2007,Second Round,11,Virginia Commonwealth,79,3,Pittsburgh,84,-5,LOSS
2007,Second Round,4,Virginia,74,5,Tennessee,77,-3,LOSS
2007,Second Round,6,Louisville,69,3,Texas A&M,72,-3,LOSS
2007,Second Round,4,Maryland,59,5,Butler,62,-3,LOSS
2007,First Round,6,Duke,77,11,Virginia Commonwealth,79,-2,LOSS
2007,Sweet 16,6,Vanderbilt,65,2,Georgetown,66,-1,LOSS
2007,First Round,5,Virginia Tech,54,12,Illinois,52,2,WIN
2007,First Round,3,Oregon,58,14,Miami (Ohio),56,2,WIN
2007,First Round,9,Xavier,79,8,Brigham Young,77,2,WIN
2007,First Round,11,Virginia Commonwealth,79,6,Duke,77,2,WIN
2007,Sweet 16,1,Kansas,61,4,Southern Illinois,58,3,WIN
2007,Second Round,5,Butler,62,4,Maryland,59,3,WIN
2007,Sweet 16,3,Oregon,76,7,UNLV,72,4,WIN
2007,Second Round,6,Vanderbilt,78,3,Washington State,74,4,WIN
2007,Second Round,2,UCLA,54,7,Indiana,49,5,WIN
2007,First Round,7,Nevada,77,10,Creighton,71,6,WIN
2007,Second Round,1,Florida,74,9,Purdue,67,7,WIN
2007,Elite Eight,1,Florida,85,3,Oregon,77,8,WIN
2007,Sweet 16,1,Florida,65,5,Butler,57,8,WIN
2007,National Championship,1,Florida,84,1,Ohio State,75,9,WIN
2007,First Round,9,Purdue,72,8,Arizona,63,9,WIN
2007,Sweet 16,2,UCLA,64,3,Pittsburgh,55,9,WIN
2007,First Round,8,Kentucky,67,9,Villanova,58,9,WIN
2007,Final Four,1,Florida,76,2,UCLA,66,10,WIN
2007,Sweet 16,1,North Carolina,74,5,Southern California,64,10,WIN
2007,First Round,11,Winthrop,74,6,Notre Dame,64,10,WIN
2007,First Round,5,Butler,57,12,Old Dominion,46,11,WIN
2007,Second Round,1,Kansas,88,8,Kentucky,76,12,WIN
2007,First Round,9,Michigan State,61,8,Marquette,49,12,WIN
2007,First Round,4,Maryland,82,13,Davidson,70,12,WIN
2007,First Round,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63,13,WIN
2007,Elite Eight,2,UCLA,68,1,Kansas,55,13,WIN
2007,Second Round,3,Oregon,75,11,Winthrop,61,14,WIN
2007,Second Round,1,North Carolina,81,9,Michigan State,67,14,WIN
2007,First Round,5,Southern California,77,12,Arkansas,60,17,WIN
2007,Second Round,5,Southern California,87,4,Texas,68,19,WIN
2007,First Round,6,Louisville,78,11,Stanford,58,20,WIN
2007,First Round,1,North Carolina,86,16,Eastern Kentucky,65,21,WIN
2007,First Round,4,Virginia,84,13,Albany (N.Y.),57,27,WIN
2007,First Round,2,UCLA,70,15,Weber State,42,28,WIN
2007,First Round,6,Vanderbilt,77,11,George Washington,44,33,WIN
2007,First Round,1,Kansas,107,16,Niagara,67,40,WIN
2007,First Round,1,Florida,112,16,Jackson State,69,43,WIN
2008,First Round,16,Mount St. Mary's,74,1,North Carolina,113,-39,LOSS
2008,Second Round,9,Arkansas,77,1,North Carolina,108,-31,LOSS
2008,First Round,13,Winthrop,40,4,Washington State,71,-31,LOSS
2008,First Round,4,Vanderbilt,62,13,Siena,83,-21,LOSS
2008,Second Round,5,Notre Dame,41,4,Washington State,61,-20,LOSS
2008,Elite Eight,3,Xavier,57,1,UCLA,76,-19,LOSS
2008,Sweet 16,5,Michigan State,74,1,Memphis,92,-18,LOSS
2008,Final Four,1,North Carolina,66,1,Kansas,84,-18,LOSS
2008,Sweet 16,3,Wisconsin,56,10,Davidson,73,-17,LOSS
2008,Second Round,11,Kansas State,55,3,Wisconsin,72,-17,LOSS
2008,Sweet 16,12,Villanova,57,1,Kansas,72,-15,LOSS
2008,Final Four,1,UCLA,63,1,Memphis,78,-15,LOSS
2008,First Round,6,Southern California,67,11,Kansas State,80,-13,LOSS
2008,First Round,9,Kent State,58,8,UNLV,71,-13,LOSS
2008,Elite Eight,3,Louisville,73,1,North Carolina,83,-10,LOSS
2008,First Round,10,Arizona,65,7,West Virginia,75,-10,LOSS
2008,First Round,11,Kentucky,66,6,Marquette,74,-8,LOSS
2008,Second Round,6,Purdue,78,3,Xavier,85,-7,LOSS
2008,First Round,9,Oregon,69,8,Mississippi State,76,-7,LOSS
2008,Second Round,2,Duke,67,7,West Virginia,73,-6,LOSS
2008,First Round,7,Gonzaga,76,10,Davidson,82,-6,LOSS
2008,Second Round,7,Butler,71,2,Tennessee,76,-5,LOSS
2008,Sweet 16,7,West Virginia,75,3,Xavier,79,-4,LOSS
2008,Second Round,8,Mississippi State,74,1,Memphis,77,-3,LOSS
2008,Second Round,7,Miami (Fla.),72,2,Texas,75,-3,LOSS
2008,Second Round,6,Marquette,81,3,Stanford,82,-1,LOSS
2008,First Round,2,Duke,71,15,Belmont,70,1,WIN
2008,Elite Eight,1,Kansas,59,10,Davidson,57,2,WIN
2008,Second Round,1,UCLA,51,9,Texas A&M,49,2,WIN
2008,Sweet 16,3,Xavier,79,7,West Virginia,75,4,WIN
2008,First Round,12,Villanova,75,5,Clemson,69,6,WIN
2008,Second Round,7,West Virginia,73,2,Duke,67,6,WIN
2008,First Round,8,Mississippi State,76,9,Oregon,69,7,WIN
2008,National Championship,1,Kansas,75,1,Memphis,68,7,WIN
2008,Second Round,3,Xavier,85,6,Purdue,78,7,WIN
2008,First Round,6,Marquette,74,11,Kentucky,66,8,WIN
2008,Play-In,16,Mount St. Mary's,69,16,Coppin State,60,9,WIN
2008,Elite Eight,1,North Carolina,83,3,Louisville,73,10,WIN
2008,Sweet 16,1,UCLA,88,12,Western Kentucky,78,10,WIN
2008,First Round,7,West Virginia,75,10,Arizona,65,10,WIN
2008,Second Round,5,Michigan State,65,4,Pittsburgh,54,11,WIN
2008,First Round,5,Michigan State,72,12,Temple,61,11,WIN
2008,First Round,6,Purdue,90,11,Baylor,79,11,WIN
2008,Second Round,12,Villanova,84,13,Siena,72,12,WIN
2008,First Round,3,Xavier,73,14,Georgia,61,12,WIN
2008,First Round,11,Kansas State,80,6,Southern California,67,13,WIN
2008,First Round,7,Miami (Fla.),78,10,St. Mary's (Cal.),64,14,WIN
2008,First Round,9,Arkansas,86,8,Indiana,72,14,WIN
2008,First Round,3,Wisconsin,71,14,Cal State Fullerton,56,15,WIN
2008,Sweet 16,1,Kansas,72,12,Villanova,57,15,WIN
2008,Second Round,3,Wisconsin,72,11,Kansas State,55,17,WIN
2008,Final Four,1,Kansas,84,1,North Carolina,66,18,WIN
2008,First Round,3,Louisville,79,14,Boise State,61,18,WIN
2008,First Round,5,Notre Dame,68,12,George Mason,50,18,WIN
2008,Second Round,1,Kansas,75,8,UNLV,56,19,WIN
2008,Sweet 16,3,Louisville,79,2,Tennessee,60,19,WIN
2008,Elite Eight,1,UCLA,76,3,Xavier,57,19,WIN
2008,First Round,7,Butler,81,10,South Alabama,61,20,WIN
2008,Sweet 16,1,North Carolina,68,4,Washington State,47,21,WIN
2008,First Round,1,Kansas,85,16,Portland State,61,24,WIN
2008,Second Round,3,Louisville,78,6,Oklahoma,48,30,WIN
2008,Second Round,1,North Carolina,108,9,Arkansas,77,31,WIN
2008,First Round,1,North Carolina,113,16,Mount St. Mary's,74,39,WIN
2008,First Round,1,UCLA,70,16,Mississippi Valley State,29,41,WIN
2009,Sweet 16,12,Arizona,64,1,Louisville,103,-39,LOSS
2009,Sweet 16,2,Duke,54,3,Villanova,77,-23,LOSS
2009,Sweet 16,4,Gonzaga,77,1,North Carolina,98,-21,LOSS
2009,Second Round,6,UCLA,69,3,Villanova,89,-20,LOSS
2009,Second Round,10,Maryland,70,2,Memphis,89,-19,LOSS
2009,National Championship,2,Michigan State,72,1,North Carolina,89,-17,LOSS
2009,Second Round,11,Dayton,43,3,Kansas,60,-17,LOSS
2009,First Round,4,Wake Forest,69,13,Cleveland State,84,-15,LOSS
2009,Final Four,3,Villanova,69,1,North Carolina,83,-14,LOSS
2009,First Round,10,Minnesota,62,7,Texas,76,-14,LOSS
2009,First Round,13,Mississippi State,58,4,Washington,71,-13,LOSS
2009,Sweet 16,5,Purdue,60,1,Connecticut,72,-12,LOSS
2009,Elite Eight,1,Louisville,52,2,Michigan State,64,-12,LOSS
2009,Second Round,12,Wisconsin,49,4,Xavier,60,-11,LOSS
2009,First Round,16,East Tennessee State,62,1,Pittsburgh,72,-10,LOSS
2009,Second Round,10,Michigan,63,2,Oklahoma,73,-10,LOSS
2009,Second Round,8,Oklahoma State,76,1,Pittsburgh,84,-8,LOSS
2009,First Round,6,West Virginia,60,11,Dayton,68,-8,LOSS
2009,Second Round,10,Southern California,69,2,Michigan State,74,-5,LOSS
2009,Sweet 16,3,Kansas,62,2,Michigan State,67,-5,LOSS
2009,Sweet 16,4,Xavier,55,1,Pittsburgh,60,-5,LOSS
2009,Second Round,6,Marquette,79,3,Missouri,83,-4,LOSS
2009,First Round,9,Butler,71,8,LSU,75,-4,LOSS
2009,First Round,5,Florida State,59,12,Wisconsin,61,-2,LOSS
2009,First Round,11,Virginia Commonwealth,64,6,UCLA,65,-1,LOSS
2009,First Round,6,Marquette,58,11,Utah State,57,1,WIN
2009,First Round,6,UCLA,65,11,Virginia Commonwealth,64,1,WIN
2009,Elite Eight,3,Villanova,78,1,Pittsburgh,76,2,WIN
2009,First Round,12,Wisconsin,61,5,Florida State,59,2,WIN
2009,Second Round,5,Purdue,76,4,Washington,74,2,WIN
2009,First Round,8,Oklahoma State,77,9,Tennessee,75,2,WIN
2009,Second Round,4,Gonzaga,83,12,Western Kentucky,81,2,WIN
2009,First Round,10,Michigan,62,7,Clemson,59,3,WIN
2009,Second Round,2,Duke,74,7,Texas,69,5,WIN
2009,Sweet 16,2,Michigan State,67,3,Kansas,62,5,WIN
2009,Second Round,2,Michigan State,74,10,Southern California,69,5,WIN
2009,First Round,5,Purdue,61,12,Northern Iowa,56,5,WIN
2009,First Round,11,Dayton,68,6,West Virginia,60,8,WIN
2009,Final Four,2,Michigan State,82,1,Connecticut,73,9,WIN
2009,First Round,3,Kansas,84,14,North Dakota State,74,10,WIN
2009,Second Round,4,Xavier,60,12,Wisconsin,49,11,WIN
2009,Elite Eight,2,Michigan State,64,1,Louisville,52,12,WIN
2009,Elite Eight,1,North Carolina,72,2,Oklahoma,60,12,WIN
2009,First Round,3,Villanova,80,14,American,67,13,WIN
2009,First Round,4,Gonzaga,77,13,Akron,64,13,WIN
2009,First Round,10,Maryland,84,7,California,71,13,WIN
2009,First Round,12,Arizona,84,5,Utah,71,13,WIN
2009,Final Four,1,North Carolina,83,3,Villanova,69,14,WIN
2009,Second Round,1,North Carolina,84,8,LSU,70,14,WIN
2009,Second Round,12,Arizona,71,13,Cleveland State,57,14,WIN
2009,First Round,2,Michigan State,77,15,Robert Morris,62,15,WIN
2009,First Round,10,Southern California,72,7,Boston College,55,17,WIN
2009,Second Round,3,Kansas,60,11,Dayton,43,17,WIN
2009,Second Round,1,Louisville,79,9,Siena,62,17,WIN
2009,National Championship,1,North Carolina,89,2,Michigan State,72,17,WIN
2009,First Round,4,Xavier,77,13,Portland State,59,18,WIN
2009,Second Round,3,Villanova,89,6,UCLA,69,20,WIN
2009,First Round,1,Louisville,74,16,Morehead State,54,20,WIN
2009,Sweet 16,1,North Carolina,98,4,Gonzaga,77,21,WIN
2009,Sweet 16,3,Villanova,77,2,Duke,54,23,WIN
2009,First Round,2,Duke,86,15,Binghamton,62,24,WIN
2009,Sweet 16,1,Louisville,103,12,Arizona,64,39,WIN
2009,First Round,1,North Carolina,101,16,Radford,58,43,WIN
2010,Second Round,9,Wake Forest,60,1,Kentucky,90,-30,LOSS
2010,First Round,16,East Tennessee State,71,1,Kentucky,100,-29,LOSS
2010,First Round,16,Vermont,56,1,Syracuse,79,-23,LOSS
2010,Second Round,8,Gonzaga,65,1,Syracuse,87,-22,LOSS
2010,Final Four,2,West Virginia,57,1,Duke,78,-21,LOSS
2010,Second Round,4,Wisconsin,69,12,Cornell,87,-18,LOSS
2010,Play-In,16,Winthrop,44,16,Arkansas-Pine Bluff,61,-17,LOSS
2010,First Round,9,Louisville,62,8,California,77,-15,LOSS
2010,Sweet 16,4,Purdue,57,1,Duke,70,-13,LOSS
2010,First Round,11,Minnesota,54,6,Xavier,65,-11,LOSS
2010,Second Round,2,Villanova,68,10,St. Mary's (Cal.),75,-7,LOSS
2010,First Round,10,Florida,92,7,Brigham Young,99,-7,LOSS
2010,Elite Eight,2,Kansas State,56,5,Butler,63,-7,LOSS
2010,Elite Eight,1,Kentucky,66,2,West Virginia,73,-7,LOSS
2010,First Round,9,Florida State,60,8,Gonzaga,67,-7,LOSS
2010,First Round,7,Oklahoma State,59,10,Georgia Tech,64,-5,LOSS
2010,Sweet 16,6,Xavier,96,2,Kansas State,101,-5,LOSS
2010,First Round,12,New Mexico State,67,5,Michigan State,70,-3,LOSS
2010,First Round,6,Marquette,78,11,Washington,80,-2,LOSS
2010,Second Round,1,Kansas,67,9,Northern Iowa,69,-2,LOSS
2010,Final Four,5,Michigan State,50,5,Butler,52,-2,LOSS
2010,National Championship,5,Butler,59,1,Duke,61,-2,LOSS
2010,Second Round,4,Maryland,83,5,Michigan State,85,-2,LOSS
2010,First Round,4,Vanderbilt,65,13,Murray St.,66,-1,LOSS
2010,First Round,6,Notre Dame,50,11,Old Dominion,51,-1,LOSS
2010,Elite Eight,5,Michigan State,70,6,Tennessee,69,1,WIN
2010,First Round,9,Wake Forest,81,8,Texas,80,1,WIN
2010,National Championship,1,Duke,61,5,Butler,59,2,WIN
2010,Second Round,5,Michigan State,85,4,Maryland,83,2,WIN
2010,Second Round,4,Purdue,63,5,Texas A&M,61,2,WIN
2010,Final Four,5,Butler,52,5,Michigan State,50,2,WIN
2010,Second Round,5,Butler,54,13,Murray St.,52,2,WIN
2010,First Round,2,Villanova,73,15,Robert Morris,70,3,WIN
2010,First Round,5,Michigan State,70,12,New Mexico State,67,3,WIN
2010,Second Round,6,Xavier,71,3,Pittsburgh,68,3,WIN
2010,First Round,4,Wisconsin,53,13,Wofford,49,4,WIN
2010,Sweet 16,5,Butler,63,1,Syracuse,59,4,WIN
2010,Sweet 16,2,Kansas State,101,6,Xavier,96,5,WIN
2010,Elite Eight,1,Duke,78,3,Baylor,71,7,WIN
2010,Sweet 16,5,Michigan State,59,9,Northern Iowa,52,7,WIN
2010,Elite Eight,5,Butler,63,2,Kansas State,56,7,WIN
2010,First Round,8,Gonzaga,67,9,Florida State,60,7,WIN
2010,Elite Eight,2,West Virginia,73,1,Kentucky,66,7,WIN
2010,First Round,4,Purdue,72,13,Siena,64,8,WIN
2010,Second Round,2,West Virginia,68,10,Missouri,59,9,WIN
2010,First Round,6,Xavier,65,11,Minnesota,54,11,WIN
2010,Second Round,2,Kansas State,84,7,Brigham Young,72,12,WIN
2010,First Round,4,Maryland,89,13,Houston,77,12,WIN
2010,Sweet 16,1,Duke,70,4,Purdue,57,13,WIN
2010,Sweet 16,2,West Virginia,69,11,Washington,56,13,WIN
2010,Second Round,1,Duke,68,8,California,53,15,WIN
2010,First Round,1,Kansas,90,16,Lehigh,74,16,WIN
2010,Sweet 16,1,Kentucky,62,12,Cornell,45,17,WIN
2010,First Round,5,Butler,77,12,UTEP,59,18,WIN
2010,First Round,2,Kansas State,82,15,North Texas,62,20,WIN
2010,Final Four,1,Duke,78,2,West Virginia,57,21,WIN
2010,First Round,2,West Virginia,77,15,Morgan State,50,27,WIN
2010,First Round,1,Duke,73,16,Arkansas-Pine Bluff,44,29,WIN
2010,First Round,1,Kentucky,100,16,East Tennessee State,71,29,WIN
2010,Second Round,1,Kentucky,90,9,Wake Forest,60,30,WIN
2011,First Round,14,Bucknell,52,3,Connecticut,81,-29,LOSS
2011,Second Round,11,Gonzaga,67,3,Brigham Young,89,-22,LOSS
2011,Sweet 16,11,Marquette,63,2,North Carolina,81,-18,LOSS
2011,Second Round,3,Purdue,76,11,Virginia Commonwealth,94,-18,LOSS
2011,Sweet 16,1,Duke,77,5,Arizona,93,-16,LOSS
2011,Second Round,2,Notre Dame,57,10,Florida State,71,-14,LOSS
2011,Play-In,11,Southern California,46,11,Virginia Commonwealth,59,-13,LOSS
2011,National Championship,8,Butler,41,3,Connecticut,53,-12,LOSS
2011,Second Round,6,Cincinnati,58,3,Connecticut,69,-11,LOSS
2011,First Round,6,Xavier,55,11,Marquette,66,-11,LOSS
2011,Elite Eight,1,Kansas,61,11,Virginia Commonwealth,71,-10,LOSS
2011,Second Round,7,UCLA,65,2,Florida,73,-8,LOSS
2011,Second Round,5,West Virginia,63,4,Kentucky,71,-8,LOSS
2011,Final Four,11,Virginia Commonwealth,62,8,Butler,70,-8,LOSS
2011,Sweet 16,4,Wisconsin,54,8,Butler,61,-7,LOSS
2011,Elite Eight,2,North Carolina,69,4,Kentucky,76,-7,LOSS
2011,Second Round,5,Kansas State,65,4,Wisconsin,70,-5,LOSS
2011,First Round,9,Villanova,57,8,George Mason,61,-4,LOSS
2011,Elite Eight,2,Florida,71,8,Butler,74,-3,LOSS
2011,First Round,5,Vanderbilt,66,12,Richmond,69,-3,LOSS
2011,First Round,10,Michigan State,76,7,UCLA,78,-2,LOSS
2011,Second Round,8,Michigan,71,1,Duke,73,-2,LOSS
2011,First Round,13,Princeton,57,4,Kentucky,59,-2,LOSS
2011,Elite Eight,5,Arizona,63,3,Connecticut,65,-2,LOSS
2011,First Round,4,Louisville,61,13,Morehead State,62,-1,LOSS
2011,Final Four,4,Kentucky,55,3,Connecticut,56,-1,LOSS
2011,Sweet 16,10,Florida State,71,11,Virginia Commonwealth,72,-1,LOSS
2011,Second Round,8,Butler,71,1,Pittsburgh,70,1,WIN
2011,Sweet 16,11,Virginia Commonwealth,72,10,Florida State,71,1,WIN
2011,Second Round,5,Arizona,70,4,Texas,69,1,WIN
2011,Second Round,1,Duke,73,8,Michigan,71,2,WIN
2011,First Round,8,Butler,60,9,Old Dominion,58,2,WIN
2011,First Round,7,UCLA,78,10,Michigan State,76,2,WIN
2011,Sweet 16,4,Kentucky,62,1,Ohio State,60,2,WIN
2011,First Round,4,Kentucky,59,13,Princeton,57,2,WIN
2011,First Round,5,Arizona,77,12,Memphis,75,2,WIN
2011,Second Round,2,North Carolina,86,7,Washington,83,3,WIN
2011,Elite Eight,8,Butler,74,2,Florida,71,3,WIN
2011,Second Round,11,Marquette,66,3,Syracuse,62,4,WIN
2011,Second Round,4,Wisconsin,70,5,Kansas State,65,5,WIN
2011,First Round,5,Kansas State,73,12,Utah State,68,5,WIN
2011,Sweet 16,8,Butler,61,4,Wisconsin,54,7,WIN
2011,Elite Eight,4,Kentucky,76,2,North Carolina,69,7,WIN
2011,First Round,10,Florida State,57,7,Texas A&M,50,7,WIN
2011,Second Round,2,Florida,73,7,UCLA,65,8,WIN
2011,Final Four,8,Butler,70,11,Virginia Commonwealth,62,8,WIN
2011,Second Round,4,Kentucky,71,5,West Virginia,63,8,WIN
2011,First Round,5,West Virginia,84,12,Clemson,76,8,WIN
2011,Sweet 16,2,Florida,83,3,Brigham Young,74,9,WIN
2011,Elite Eight,11,Virginia Commonwealth,71,1,Kansas,61,10,WIN
2011,First Round,11,Marquette,66,6,Xavier,55,11,WIN
2011,First Round,2,Notre Dame,69,15,Akron,56,13,WIN
2011,Play-In,11,Virginia Commonwealth,59,11,Southern California,46,13,WIN
2011,First Round,4,Wisconsin,72,13,Belmont,58,14,WIN
2011,Second Round,1,Kansas,73,9,Illinois,59,14,WIN
2011,Second Round,10,Florida State,71,2,Notre Dame,57,14,WIN
2011,First Round,2,North Carolina,102,15,Long Island,87,15,WIN
2011,First Round,6,Cincinnati,78,11,Missouri,63,15,WIN
2011,First Round,11,Gonzaga,86,6,St. John's,71,15,WIN
2011,Sweet 16,5,Arizona,93,1,Duke,77,16,WIN
2011,Sweet 16,2,North Carolina,81,11,Marquette,63,18,WIN
2011,Second Round,11,Virginia Commonwealth,94,3,Purdue,76,18,WIN
2011,First Round,11,Virginia Commonwealth,74,6,Georgetown,56,18,WIN
2011,First Round,1,Kansas,72,16,Boston University,53,19,WIN
2011,Sweet 16,1,Kansas,77,12,Richmond,57,20,WIN
2011,First Round,3,Purdue,65,14,St. Peter's,43,22,WIN
2011,First Round,2,Florida,79,15,UC Santa Barbara,51,28,WIN
2011,First Round,8,Michigan,75,9,Tennessee,45,30,WIN
2011,First Round,1,Duke,87,16,Hampton,45,42,WIN
2012,First Round,10,Virginia,45,7,Florida,71,-26,LOSS
2012,First Round,10,West Virginia,54,7,Gonzaga,77,-23,LOSS
2012,First Round,16,Vermont,58,1,North Carolina,77,-19,LOSS
2012,Second Round,8,Iowa State,71,1,Kentucky,87,-16,LOSS
2012,Second Round,8,Kansas State,59,1,Syracuse,75,-16,LOSS
2012,Sweet 16,6,Cincinnati,66,2,Ohio State,81,-15,LOSS
2012,Second Round,8,Creighton,73,1,North Carolina,87,-14,LOSS
2012,First Round,13,New Mexico State,66,4,Indiana,79,-13,LOSS
2012,Sweet 16,1,Michigan State,44,4,Louisville,57,-13,LOSS
2012,Elite Eight,1,North Carolina,67,2,Kansas,80,-13,LOSS
2012,Sweet 16,3,Marquette,58,7,Florida,68,-10,LOSS
2012,National Championship,2,Kansas,59,1,Kentucky,67,-8,LOSS
2012,Final Four,4,Louisville,61,1,Kentucky,69,-8,LOSS
2012,First Round,14,South Dakota State,60,3,Baylor,68,-8,LOSS
2012,Second Round,7,Gonzaga,66,2,Ohio State,73,-7,LOSS
2012,Play-In,14,Iona,72,14,Brigham Young,78,-6,LOSS
2012,Second Round,3,Florida State,56,6,Cincinnati,62,-6,LOSS
2012,First Round,2,Duke,70,15,Lehigh,75,-5,LOSS
2012,First Round,4,Michigan,60,13,Ohio,65,-5,LOSS
2012,Sweet 16,10,Xavier,70,3,Baylor,75,-5,LOSS
2012,Elite Eight,7,Florida,68,4,Louisville,72,-4,LOSS
2012,First Round,7,Notre Dame,63,10,Xavier,67,-4,LOSS
2012,Second Round,10,Purdue,60,2,Kansas,63,-3,LOSS
2012,First Round,5,Wichita State,59,12,Virginia Commonwealth,62,-3,LOSS
2012,Second Round,5,Vanderbilt,57,4,Wisconsin,60,-3,LOSS
2012,Second Round,12,Virginia Commonwealth,61,4,Indiana,63,-2,LOSS
2012,Sweet 16,4,Wisconsin,63,1,Syracuse,64,-1,LOSS
2012,First Round,8,Creighton,58,9,Alabama,57,1,WIN
2012,Final Four,2,Kansas,64,2,Ohio State,62,2,WIN
2012,Second Round,4,Wisconsin,60,5,Vanderbilt,57,3,WIN
2012,Sweet 16,2,Kansas,60,11,North Carolina State,57,3,WIN
2012,Second Round,2,Kansas,63,10,Purdue,60,3,WIN
2012,First Round,10,Purdue,72,7,St. Mary's (Cal.),69,3,WIN
2012,Second Round,4,Louisville,59,5,New Mexico,56,3,WIN
2012,First Round,3,Florida State,66,14,St. Bonaventure,63,3,WIN
2012,First Round,12,Virginia Commonwealth,62,5,Wichita State,59,3,WIN
2012,Second Round,1,Michigan State,65,9,St. Louis,61,4,WIN
2012,Elite Eight,4,Louisville,72,7,Florida,68,4,WIN
2012,First Round,10,Xavier,67,7,Notre Dame,63,4,WIN
2012,Second Round,6,Cincinnati,62,3,Florida State,56,6,WIN
2012,First Round,6,Cincinnati,65,11,Texas,59,6,WIN
2012,First Round,8,Kansas State,70,9,Southern Mississippi,64,6,WIN
2012,First Round,4,Louisville,69,13,Davidson,62,7,WIN
2012,Sweet 16,1,North Carolina,73,13,Ohio,65,8,WIN
2012,National Championship,1,Kentucky,67,2,Kansas,59,8,WIN
2012,Final Four,1,Kentucky,69,4,Louisville,61,8,WIN
2012,Second Round,3,Marquette,62,6,Murray St.,53,9,WIN
2012,First Round,5,Vanderbilt,79,12,Harvard,70,9,WIN
2012,Sweet 16,7,Florida,68,3,Marquette,58,10,WIN
2012,Play-In,16,Vermont,71,16,Lamar,59,12,WIN
2012,Elite Eight,1,Kentucky,82,3,Baylor,70,12,WIN
2012,Sweet 16,1,Kentucky,102,4,Indiana,90,12,WIN
2012,Second Round,10,Xavier,70,15,Lehigh,58,12,WIN
2012,Elite Eight,2,Kansas,80,1,North Carolina,67,13,WIN
2012,First Round,8,Iowa State,77,9,Connecticut,64,13,WIN
2012,Sweet 16,4,Louisville,57,1,Michigan State,44,13,WIN
2012,Second Round,1,North Carolina,87,8,Creighton,73,14,WIN
2012,First Round,2,Kansas,65,15,Detroit,50,15,WIN
2012,First Round,1,Kentucky,81,16,Western Kentucky,66,15,WIN
